Interface Name,Source Name,LDM Text Type,Internal ID,LDM Object Type,Element Name,LDM Field,Entity Name_x,LDM Text,Entity Name_y,Attribute Name,Type,Description
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,ldm_obj_fld,person$idv_status,person,idv_status_id,IDV Status ID,-,LDM:btfg$code_ldm_obj_fld.person$idv_status,Intermediary Structure,IDV Status ID,varchar2(2000),(ABS Field Type Avaloq Class)
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,ldm_obj_fld,person$idv_status,person,idv_status_id,IDV Status ID,-,LDM:btfg$code_ldm_obj_fld.person$idv_status,Issuer Entity,IDV Status ID,varchar2(2000),(ABS Field Type Avaloq Class)
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,ldm_obj_fld,person$idv_status,person,idv_status_id,IDV Status ID,-,LDM:btfg$code_ldm_obj_fld.person$idv_status,Super Dealer Group,IDV Status ID,varchar2(2000),(ABS Field Type Avaloq Class)
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,ldm_obj_fld,person$idv_status,person,idv_status_id,IDV Status ID,-,LDM:btfg$code_ldm_obj_fld.person$idv_status,Dealer Group,IDV Status ID,varchar2(2000),(ABS Field Type Avaloq Class)
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,ldm_obj_fld,person$idv_status,person,idv_status_id,IDV Status ID,-,LDM:btfg$code_ldm_obj_fld.person$idv_status,Practice,IDV Status ID,varchar2(2000),(ABS Field Type Avaloq Class)
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,ldm_obj_fld,person$idv_status,person,idv_status_id,IDV Status ID,-,LDM:btfg$code_ldm_obj_fld.person$idv_status,Office,IDV Status ID,varchar2(2000),(ABS Field Type Avaloq Class)
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,ldm_obj_fld,person$idv_status,person,idv_status_id,IDV Status ID,-,LDM:btfg$code_ldm_obj_fld.person$idv_status,Adviser Position,IDV Status ID,varchar2(2000),(ABS Field Type Avaloq Class)
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,ldm_obj_fld,person$idv_status,person,idv_status_id,IDV Status ID,-,LDM:btfg$code_ldm_obj_fld.person$idv_status,Internal Structure,IDV Status ID,varchar2(2000),(ABS Field Type Avaloq Class)
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,ldm_obj_fld,person$idv_status,person,idv_status_id,IDV Status ID,-,LDM:btfg$code_ldm_obj_fld.person$idv_status,Investment Manager Structure,IDV Status ID,varchar2(2000),(ABS Field Type Avaloq Class)
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,ldm_obj_fld,person$idv_status,person,idv_status_id,IDV Status ID,-,LDM:btfg$code_ldm_obj_fld.person$idv_status,Investment Manager Position,IDV Status ID,varchar2(2000),(ABS Field Type Avaloq Class)
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,ldm_obj_fld,person$idv_status,person,idv_status_id,IDV Status ID,-,LDM:btfg$code_ldm_obj_fld.person$idv_status,Profile,IDV Status ID,varchar2(2000),(ABS Field Type Avaloq Class)
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,ldm_obj_fld,person$idv_status,person,idv_status_id,IDV Status ID,-,LDM:btfg$code_ldm_obj_fld.person$idv_status,Legal Person,IDV Status ID,varchar2(2000),(ABS Field Type Avaloq Class)
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,ldm_obj_fld,person$idv_status,person,idv_status_id,IDV Status ID,-,LDM:btfg$code_ldm_obj_fld.person$idv_status,Counterparty,IDV Status ID,varchar2(2000),(ABS Field Type Avaloq Class)
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,ldm_obj_fld,person$idv_status,person,idv_status_id,IDV Status ID,-,LDM:btfg$code_ldm_obj_fld.person$idv_status,Organizational Investor,IDV Status ID,varchar2(2000),(ABS Field Type Avaloq Class)
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,ldm_obj_fld,person$idv_status,person,idv_status_id,IDV Status ID,-,LDM:btfg$code_ldm_obj_fld.person$idv_status,Corporate Investor,IDV Status ID,varchar2(2000),(ABS Field Type Avaloq Class)
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,ldm_obj_fld,person$idv_status,person,idv_status_id,IDV Status ID,-,LDM:btfg$code_ldm_obj_fld.person$idv_status,Trust Investor,IDV Status ID,varchar2(2000),(ABS Field Type Avaloq Class)
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,ldm_obj_fld,person$idv_status,person,idv_status_id,IDV Status ID,-,LDM:btfg$code_ldm_obj_fld.person$idv_status,SMSF Investor,IDV Status ID,varchar2(2000),(ABS Field Type Avaloq Class)
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,ldm_obj_fld,person$idv_status,person,idv_status_id,IDV Status ID,-,LDM:btfg$code_ldm_obj_fld.person$idv_status,Organizational Intermediary,IDV Status ID,varchar2(2000),(ABS Field Type Avaloq Class)
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,ldm_obj_fld,person$idv_status,person,idv_status_id,IDV Status ID,-,LDM:btfg$code_ldm_obj_fld.person$idv_status,Owner,IDV Status ID,varchar2(2000),(ABS Field Type Avaloq Class)
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,ldm_obj_fld,person$idv_status,person,idv_status_id,IDV Status ID,-,LDM:btfg$code_ldm_obj_fld.person$idv_status,Natural Person,IDV Status ID,varchar2(2000),(ABS Field Type Avaloq Class)
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,ldm_obj_fld,person$idv_status,person,idv_status_id,IDV Status ID,-,LDM:btfg$code_ldm_obj_fld.person$idv_status,Individual Investor,IDV Status ID,varchar2(2000),(ABS Field Type Avaloq Class)
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,ldm_obj_fld,person$idv_status,person,idv_status_id,IDV Status ID,-,LDM:btfg$code_ldm_obj_fld.person$idv_status,Internal User,IDV Status ID,varchar2(2000),(ABS Field Type Avaloq Class)
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,ldm_obj_fld,person$idv_status,person,idv_status_id,IDV Status ID,-,LDM:btfg$code_ldm_obj_fld.person$idv_status,Indiviudal Intermediary,IDV Status ID,varchar2(2000),(ABS Field Type Avaloq Class)
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,ldm_obj_fld,person$idv_status,person,idv_status_id,IDV Status ID,-,LDM:btfg$code_ldm_obj_fld.person$idv_status,Adviser,IDV Status ID,varchar2(2000),(ABS Field Type Avaloq Class)
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,ldm_obj_fld,person$idv_status,person,idv_status_id,IDV Status ID,-,LDM:btfg$code_ldm_obj_fld.person$idv_status,Dealer Group Manager,IDV Status ID,varchar2(2000),(ABS Field Type Avaloq Class)
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,ldm_obj_fld,person$idv_status,person,idv_status_id,IDV Status ID,-,LDM:btfg$code_ldm_obj_fld.person$idv_status,Adviser Assistant,IDV Status ID,varchar2(2000),(ABS Field Type Avaloq Class)
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,ldm_obj_fld,person$idv_status,person,idv_status_id,IDV Status ID,-,LDM:btfg$code_ldm_obj_fld.person$idv_status,Paraplanner,IDV Status ID,varchar2(2000),(ABS Field Type Avaloq Class)
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,ldm_obj_fld,person$idv_status,person,idv_status_id,IDV Status ID,-,LDM:btfg$code_ldm_obj_fld.person$idv_status,Practice Manager,IDV Status ID,varchar2(2000),(ABS Field Type Avaloq Class)
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,ldm_obj_fld,person$idv_status,person,idv_status_id,IDV Status ID,-,LDM:btfg$code_ldm_obj_fld.person$idv_status,Contact,IDV Status ID,varchar2(2000),(ABS Field Type Avaloq Class)
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Person,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Organizational Entity,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Intermediary Structure,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Issuer Entity,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Super Dealer Group,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Dealer Group,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Practice,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Office,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Adviser Position,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Internal Structure,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Investment Manager Structure,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Investment Manager Position,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Profile,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Legal Person,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Counterparty,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Organizational Investor,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Corporate Investor,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Trust Investor,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,SMSF Investor,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Organizational Intermediary,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Owner,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Natural Person,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Individual Investor,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Internal User,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Indiviudal Intermediary,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Adviser,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Dealer Group Manager,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Adviser Assistant,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Paraplanner,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Practice Manager,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Contact,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Matching for User Registration Details,BTFG$UI_USER.PERSON#MATCH_CHK.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Person,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Matching for User Registration Details,BTFG$UI_USER.PERSON#MATCH_CHK.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Organizational Entity,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Matching for User Registration Details,BTFG$UI_USER.PERSON#MATCH_CHK.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Intermediary Structure,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Matching for User Registration Details,BTFG$UI_USER.PERSON#MATCH_CHK.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Issuer Entity,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Matching for User Registration Details,BTFG$UI_USER.PERSON#MATCH_CHK.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Super Dealer Group,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Matching for User Registration Details,BTFG$UI_USER.PERSON#MATCH_CHK.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Dealer Group,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Matching for User Registration Details,BTFG$UI_USER.PERSON#MATCH_CHK.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Practice,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Matching for User Registration Details,BTFG$UI_USER.PERSON#MATCH_CHK.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Office,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Matching for User Registration Details,BTFG$UI_USER.PERSON#MATCH_CHK.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Adviser Position,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Matching for User Registration Details,BTFG$UI_USER.PERSON#MATCH_CHK.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Internal Structure,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Matching for User Registration Details,BTFG$UI_USER.PERSON#MATCH_CHK.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Investment Manager Structure,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Matching for User Registration Details,BTFG$UI_USER.PERSON#MATCH_CHK.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Investment Manager Position,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Matching for User Registration Details,BTFG$UI_USER.PERSON#MATCH_CHK.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Profile,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Matching for User Registration Details,BTFG$UI_USER.PERSON#MATCH_CHK.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Legal Person,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Matching for User Registration Details,BTFG$UI_USER.PERSON#MATCH_CHK.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Counterparty,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Matching for User Registration Details,BTFG$UI_USER.PERSON#MATCH_CHK.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Organizational Investor,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Matching for User Registration Details,BTFG$UI_USER.PERSON#MATCH_CHK.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Corporate Investor,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Matching for User Registration Details,BTFG$UI_USER.PERSON#MATCH_CHK.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Trust Investor,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Matching for User Registration Details,BTFG$UI_USER.PERSON#MATCH_CHK.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,SMSF Investor,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Matching for User Registration Details,BTFG$UI_USER.PERSON#MATCH_CHK.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Organizational Intermediary,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Matching for User Registration Details,BTFG$UI_USER.PERSON#MATCH_CHK.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Owner,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Matching for User Registration Details,BTFG$UI_USER.PERSON#MATCH_CHK.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Natural Person,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Matching for User Registration Details,BTFG$UI_USER.PERSON#MATCH_CHK.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Individual Investor,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Matching for User Registration Details,BTFG$UI_USER.PERSON#MATCH_CHK.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Internal User,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Matching for User Registration Details,BTFG$UI_USER.PERSON#MATCH_CHK.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Indiviudal Intermediary,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Matching for User Registration Details,BTFG$UI_USER.PERSON#MATCH_CHK.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Adviser,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Matching for User Registration Details,BTFG$UI_USER.PERSON#MATCH_CHK.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Dealer Group Manager,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Matching for User Registration Details,BTFG$UI_USER.PERSON#MATCH_CHK.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Adviser Assistant,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
UI Matching for User Registration Details,BTFG$UI_USER.PERSON#MATCH_CHK.XSD,ldm_obj_fld,person$is_safi_active,person,is_safi_active,Is SAFI Active,-,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Paraplanner,Is SAFI Active,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
