Interface Name,Source Name,LDM Text Type,Internal ID,LDM Object Type,Element Name,LDM Field,Entity Name_x,LDM Text,Entity Name_y,Attribute Name,Type,Description
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_key,person_oe,oe_key,Organisational Entity Key,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_key,Super Dealer Group,Organisational Entity Key,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_key,person_oe,oe_key,Organisational Entity Key,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_key,Dealer Group,Organisational Entity Key,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_key,person_oe,oe_key,Organisational Entity Key,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_key,Practice,Organisational Entity Key,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_key,person_oe,oe_key,Organisational Entity Key,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_key,Office,Organisational Entity Key,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_key,person_oe,oe_key,Organisational Entity Key,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_key,Adviser Position,Organisational Entity Key,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_key,person_oe,oe_key,Organisational Entity Key,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_key,Internal Structure,Organisational Entity Key,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_key,person_oe,oe_key,Organisational Entity Key,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_key,Investment Manager Structure,Organisational Entity Key,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_key,person_oe,oe_key,Organisational Entity Key,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_key,Investment Manager Position,Organisational Entity Key,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_open_date,person_oe,oe_open_date,Organisational Entity Open Date,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_open_date,Organizational Entity,Organisational Entity Open Date,date,(ABS Field Type Avaloq DDIC Date)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_open_date,person_oe,oe_open_date,Organisational Entity Open Date,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_open_date,Intermediary Structure,Organisational Entity Open Date,date,(ABS Field Type Avaloq DDIC Date)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_open_date,person_oe,oe_open_date,Organisational Entity Open Date,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_open_date,Issuer Entity,Organisational Entity Open Date,date,(ABS Field Type Avaloq DDIC Date)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_open_date,person_oe,oe_open_date,Organisational Entity Open Date,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_open_date,Super Dealer Group,Organisational Entity Open Date,date,(ABS Field Type Avaloq DDIC Date)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_open_date,person_oe,oe_open_date,Organisational Entity Open Date,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_open_date,Dealer Group,Organisational Entity Open Date,date,(ABS Field Type Avaloq DDIC Date)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_open_date,person_oe,oe_open_date,Organisational Entity Open Date,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_open_date,Practice,Organisational Entity Open Date,date,(ABS Field Type Avaloq DDIC Date)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_open_date,person_oe,oe_open_date,Organisational Entity Open Date,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_open_date,Office,Organisational Entity Open Date,date,(ABS Field Type Avaloq DDIC Date)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_open_date,person_oe,oe_open_date,Organisational Entity Open Date,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_open_date,Adviser Position,Organisational Entity Open Date,date,(ABS Field Type Avaloq DDIC Date)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_open_date,person_oe,oe_open_date,Organisational Entity Open Date,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_open_date,Internal Structure,Organisational Entity Open Date,date,(ABS Field Type Avaloq DDIC Date)
